iIndex,sQuestion,lEquations
660,"A jazz concert brought in 192,000 dollars with the sale of 7000 tickets. If tickets were sold for 20 dollars and 30 dollars each , how many 20-dollar tickets were sold? How many 30-dollar tickets?",c*x+d*y=a;1*x+1*y=b
661,"The total attendance at a rally was 500 people. Tickets bought before the rally were 3 dollars each , and tickets bought at the door were 3.75 dollars each. How many tickets were bought at the door if the total receipts were 1900 dollars? How many tickets were bought before the rally?",b*x+c*y=d;1*x+1*y=a
662,"The school is selling tickets to a performance. They have adult and child tickets. Each adult ticket is 5 dollars and each child ticket is 3 dollars. By the end of the week , there was 178 dollars in sales from 42 tickets sold. How many adult tickets were sold? How many child tickets?",a*x+b*y=c;1*x+1*y=d
663,Keith had $11 to spend on 6 books. After buying them he had $1. How much did each book cost?,x=(a-c)/b
664,"On Monday, 380 students went on a trip to the zoo. All 9 buses were filled and 4 students had to travel in cars. How many students were in each bus?",x=(a-c)/b
665,Melanie spent half of her allowance going to the movies. She washed the family car and earned $5. What is her weekly allowance if she ended with $20.,x=2*(b-a)
666,jessica bought a soft drink for $4 and 6 candy bars. She spent a total of $22. How much did each candy bar cost?,x=(c-a)/b
667,Joan spent half of her allowance going to the movies. She washed the family car and earned 7 dollars. What is her weekly allowance if she ended with 17 dollars?,x=2*(b-a)
668,Oceanside Bike Rental Shop charges 30 dollars plus 7 dollars an hour for renting a bike. Tim paid 80 dollars to rent a bike. How many hours did he pay to have the bike checked out?,x=c/(a+b)
669,The sum of three consecutive odd numbers is 159. What is the smallest of the three numbers?,x=(b-2*a)/a
670,The sum of three consecutive numbers is 141. What is the smallest of the three numbers ?,x=(b-a)/a
671,Nazia bought a soft drink for 4 dollars and 8 candy bars. She spent a total of 30 dollars. How much did each candy bar cost ?,x=(c-a)/b
672,The sum of three consecutive even numbers is 92. What is the smallest of the three numbers ?,x=(b-2*a)/a
673,"On Monday, 202 students went on a trip to the zoo. All 5 buses were filled and 7 students had to travel in cars. How many students were in each bus ?",x=(a-c)/b
674,How many milliliters of a 11% HCL solution should be combined with a 20% HCL solution in order to get 70 milliliters of a 30% HCL solution?,a*x+b*y=c*d;1*x+1*y=c
675,A fruit shake costs Rs. 3  more than a chocolate milk shake. If 3 fruit shakes and 5 chocolate milk shakes cost Rs. 180 determine the individual prices.,b*x+c*y=d;1*x-1*y=a
676,"Two jets are flying towards each other from airports that are 1200km apart. One jet is flying at 250km/h and the other jet at 350km/h. If they took off at the same time, how long will it take for the jets to pass each other?",1*x+0*y=c*a/(b+c);-1*x+c*y=0
677,Kadesh bought 15 shirts at a total cost of Rs. 980. If the large shirts cost Rs. 50 and the small shirts cost Rs. 40. How many of each size did he buy?,x=(b-(d*a))/(c-d)
678,The greater of two numbers is 6 times the lesser and their sum is 180. Find the numbers.,1*x-a*y=0;1*x+1*y=b
679,The second number is 4 less than twice the first number. Their sum is 50. Find the second number.,c*x-1*y=b;1*x+1*y=d
680,"For his long distance phone calls , John pays a 6 dollars monthly fee plus 20 cents per minute. Last month , John 's long distance bill was 14 dollars. For how many minutes was John billed?",x=(c-a)/b
681,"The Alia Farm Collective , farmed by several branches of the Alia's , has 4500 acres of land available for raising corn and wheat. The cost of raising corn is 40 dollars an acre , while the cost of wheat is 30 dollars an acre. The Collective 's available capital is 175,200 dollars. How many acres of corn should the Collective plant? How many acres of wheat should the collective plant?",b*x+c*y=d;1*x+1*y=a
682,During a sale an automobile dealer sold 60 cars and trucks. If she sold 20 more cars than trucks how many trucks did she sell?,1*x+1*y=a;1*x-1*y=b
683,The first of two numbers is 6 more than the second. The sum is 60. Find the first and second numbers.,1*x+1*y=b;-1*x+1*y=a
684,Alia paid by 20 dollars for each day she works and forfeits 3 dollars for each day she is idle. At the end of 20 days she nets 550 dollars. How many days did she work?,a*x-b*y=d;1*x+1*y=c
685,Twice a number equals 15 less than triple the same number. What is the number?,x=b/(c-a)
686,"Multiple choice questions are worth 7 points and essay questions are worth 10 points. You answer 10 questions correctly , and your score was 90 points. Find how many multiple choice questions you got right. How many essay questions did you get right?",a*x+b*y=d;1*x+1*y=c
687,"Two cars leave the same point , traveling in opposite directions. If one travels at a constant speed of 52 miles per hour and the other travels at a constant speed of 58 miles per hour. In how many hours will they be 385 miles apart?",x=c/(a+b)
688,"Leoan invested 20,000 dollars , part at 7% and part at 5%. If the total interest at the end of the year is 1,500 dollars , how much did she invest at 7%?",b*x+c*y=d;1*x+1*y=a
689,"One-number is 3 less than twice another , and their sum is 22. Find the two numbers.",-1*x+c*y=b;1*x+1*y=d
690,"Think of a number , half it and the result is 90. Find the number.",x=b/a
691,The sum of two-numbers is 666 and their difference is 68. What is the first-number? What is the second-number?,1*x+1*y=b;1*x-1*y=c
692,Tickets to the school 's dinner theatre cost 3 dollars for children and 5 dollars for adults. 225 tickets were sold for a total of 1500 dollars. How many children attended? How many adults attended?,a*x+b*y=d;1*x+1*y=c
693,Moiz found 40 seashells on the beach . He gave some of his seashells to Fozia. He has 27 seashell . How many seashells did he give to Fozia?,x=a-b
694,There were 20 bales of hay in the barn . Moiz stacked bales in the barn today . There are now 50 bales of hay in the barn . How many bales did he store in the barn ?,x=b-a
695,Maryam is baking a cake . The recipe wants 3 cups of flour . She already put in 1 cups . How many cups does she need to add ?,x=a-b
696,Tickets to the school's theatre cost 2 dollars for children and 3 dollars for adults. 200 tickets were sold for a total of 1000 dollars. How many children attended? How many adults attended?,a*x+b*y=d;1*x+1*y=c
697,Tickets for a concert were priced at 8 dollars for students and 9 dollars for non-students. There were 1000 tickets sold for a total of 20000 dollars. How many student ticket were sold?,a*x+b*y=d;1*x+1*y=c
698,Usama sold tickets for admission to a school play and collect a total of 105 dollars. Admission prices are 4 dollars for adults and 5 dollars for children. You sold 80 tickets. How many adult tickets did you sell? How many children 's tickets did you sell?,b*x+c*y=a;1*x+1*y=d
699,"Adult tickets for a play cost 7 dollars and the child tickets cost 6 dollars. If there were 40 people at a performance and the theater collected 250 dollars from tickets sales , how many children attended the play? How many adults attended the play?",a*x+b*y=d;1*x+1*y=c
700,"The school is selling tickets to a performance. They have adult and child tickets. Each adult ticket is 4 dollars and each child ticket is 3 dollars. By the end of the week , there was 180 dollars in sales from 45 tickets sold. How many adult tickets were sold? How many child tickets?",a*x+b*y=c;1*x+1*y=d
701,Joan and Peter both leave a shopping center at the same time going in opposite directions. Joan is on his bike and travels 3 miles per hour faster than Peter who is on his skateboard. After 1.5 hours they are 19.5 miles apart. How fast does Peter travel?,a*x+a*y=b;1*x-1*y=c
702,One gallon container is full of a 70% alcohol solution. How much must be drained off and replaced by a 50% alcohol solution to produce one gallon of 65% alcohol solution?,b*x+c*x=e*d;1*x+1*y=d
703,"A student works one part-time jobs. He earns 9.00 dollars an hour working at the college library and 15.00 dollars and hour for construction work. To save time for study , be limits his work to 20 hours a week. If he enjoys the work at the library more , how many hours can he work at the library and still earn at 300 dollars a week?",b*x+c*y=d;1*x+1*y=e
704,The sum of two numbers is 50. The larger number is 10 more than 3 times the smaller number. Find the numbers.,1*x-d*y=c;1*x+1*y=b
705,The sum of two numbers is 73. The second is 7 more than 5 times the first. What is the first number and what is the second one?,-d*x+1*y=c;1*x+1*y=b
706,The sum of two numbers is 33. The second is 3 more than 2 times the first. What is the first number and what is the second one?,-d*x+1*y=c;1*x+1*y=b
707,The difference between 5 of a line and 0.5 of the same line is 30 centimeters. Find the length of the line.,x=c/(a-b)
708,The sum of two consecutive numbers is 7. What are they?,x=(b-1)/a
709,"The sum of two numbers is 50, and one of them is 10 more than the other. What are the two numbers?",x=(b-c)/a
710,A baseball player has a batting average of 0.50 with 190 hits in 700 bats. His average against left-handed pitching is 0.25. Against right-handed pitching it is 0.35. How many times did he bat against left-handers?,d*x+e*y=b;1*x+1*y=c
711,"Alia invested a total of 900 dollars in 2 accounts , one earning 6.5 % annual interest and the other earning 8 % annual interest. After 1 year , her combined interest was 6788 dollars. How much did she invest in the account paying 8 % interest , in dollars?",c*x+d*y=f;1*x+1*y=a
712,"A peach and a apple cost 80 cents. The peach is more expensive than the apple by 50 cents. What is the cost a peach , in cents? What is the cost of an apple , in cents?",1*x+1*y=a;1*x-1*y=b
713,"In a test of 40 questions , 30 points are given for each correct answer and 5 points are deducted for each one answered incorrectly. If Maria answered all of the questions and got a score of 340 , how many did she get correct?",b*x-c*y=d;1*x+1*y=a
714,A piggy bank has 40 coins. The coins are either nickels or dimes. The bank has 4.55 dollars in total. How many coins are nickels? How many are dimes?,0.05*x+0.1*y=b;1*x+1*y=a
715,"If 110 lollipops cost 90 dollars , how much does 1 lollipop cost , in dollars?",x=b/a
716,How many liters of 4% saline solution and 25% saline solution must be mixed together to get 10 liters of 18% saline solution?,a*x+b*y=d*c;1*x+1*y=c
717,Ali is giving a test worth 200 points. There is a total of 30 5-point and 10-point questions. How many 5-point questions are on the test?,c*x+d*y=a;1*x+1*y=b
718,"The taxi charges in a city consist of a fixed charge together with the charge for the distance covered. For a distance of 13km, the charge paid is Rs. 105 and for a journey of 15km, the charge paid is Rs. 155. What are the fixed charges and the charge per km? How much does a person have to pay for travelling a distance of 25km?",1*x+a*y=b;1*x+c*y=d
719,"The ratio of incomes of two persons is 8 : 7 and the ratio of their expenditures is 6 : 3. If each of them manages to save Rs. 4000 per month, find their monthly incomes.",a*x-b*y=e;c*x-d*y=e
720,"Five years ago, Noori was thrice as old as Sonu. Ten years later, Noori will be twice as old as Sonu. How old are Nuri and Sonu?",1*x-b*y=a-b*a;1*x-d*y=c*d-c
721,"The sum of the digits of a two-digit number is 19. Also, nine times this number is twice the number obtained by reversing the order of the digits. Find the number.",(b-10*c)*x+(10*b-c)=0;1*x+1*y=a
722,Meena went to a bank to withdraw Rs. 2000. She asked the cashier to give her Rs. 50 and Rs. 100 notes only. Meena got 25 notes in all. Find how many notes of Rs. 50 and Rs. 100 she received.,b*x+c*y=a;1*x+1*y=d
723,"From a bus stand in Bangalore , if we buy 4 tickets to Malleswaram and 3 tickets to Yeshwanthpur, the total cost is Rs. 56; but if we buy 3 tickets to Malleswaram and 5 tickets to Yeshwanthpur the total cost is Rs. 74. Find the fares from the bus stand to Malleswaram, and to Yeshwanthpur.",a*x+b*y=c;d*x+e*y=f
724,"A part of monthly hostel charges is fixed and the remaining depends on the number of days one has taken food in the mess. When a student A takes food for 20 days she has to pay Rs. 1000 as hostel charges whereas a student B, who takes food for 26 days, pays Rs. 1180 as hostel charges. Find the fixed charges and the cost of food per day.",1*x+a*y=b;1*x+c*y=d
725,"A lending library has a fixed charge for the first three days and an additional charge for each day thereafter. Saritha paid Rs. 30 for a book kept for seven days, while Susy paid Rs. 20 for the book she kept for five days. Find the fixed charge and the charge for each extra day.",1*x+4*y=a;1*x+2*y=b
726,"A shop sells bicycles and tricycles. In total there are 7 cycles (cycles include both bicycles and tricycles) and 19 wheels. Determine how many of each there are, if a bicycle has two wheels and a tricycle has three wheels.",c*x+d*y=b;1*x+1*y=a
727,Bongani and Jane are friends. Bongani takes Jane physics test paper and will not tell her what her mark is. He knows that Jane hates maths so he decides to tease her. Bongani says: I have 4 marks more than you do and the sum of both our marks is equal to 14. What are our marks?,1*x+1*y=b;1*x-1*y=a
728,"A fruit shake costs Rs. 2,00 more than a chocolate milk shake. If 3 fruit shakes and 5 chocolate milk shakes cost Rs. 78,00, determine the individual prices.",b*x+c*y=d;1*x-1*y=a
729,"Two jets are flying towards each other from airports that are 1200 km apart. One jet is flying at 150 km/h and the other jet at 250 km/h. If they took off at the same time, how long will it take for the jets to pass each other?",1*x+0*y=c*a/(b+c);-1*x+c*y=0
730,Kadesh bought 30 shirts at a total cost of Rs. 980. If the large shirts cost Rs. 50 and the small shirts cost Rs. 40. How many of each size did he buy?,x=(b-(d*a))/(c-d)
731,The sum of 20 and 12 is equal to 2 more than an unknown number. Find the unknown number.,x=a+b-c
732,The two smaller angles in a right-angled triangle are in the ratio of 3 : 4. What are the sizes of the two angles?,x=(180-90)/(b+c)
733,"The sum of the digits of a two-digit number is 19. Also, nine times this number is twice the number obtained by reversing the order of the digits. Find the number.",(b-10*c)*x+(10*b-c)*y=0;1*x+1*y=a
734,The length of a rectangle is 3cm more than the width of the rectangle. The perimeter of the rectangle is 25cm. Find the length and the width of the rectangle.,1*x+0*y=(b+2*a)/2;1*x-1*y=a
735,The sum of two consecutive odd numbers is 40 and their difference is 7. Find the two numbers.,1*x+1*y=b;1*x-1*y=c
736,"Masindi is 25 years older than her daughter, Mulivhu. The sum of their ages is 39. How old is Mulivhu?",x=(b-a)/2
737,"Tshamano is now six times as old as his son Murunwa. Seven years from now, Tshamano will be three times as old as his son. Find their ages now.",1*x+0*y=(c*b-b)/(a-c);-a*x+1*y=0
738,"Mr. Tsilatsila builds a fence around his rectangular vegetable garden of 48m. If the length is twice the breadth, determine the dimensions of Mr. Tsilatsila vegetable garden.",1*x-b*y=0;2*x+2*y=a
739,"Mohato and Lindiwe both have colds. Mohato sneezes twice for each sneeze of Lindiwe. If Lindiwe sneezes 6 times, write an equation describing how many times they both sneezed.",0*x+1*y=b;1*x-a*y=0
740,The difference of two numbers is 10 and the sum of their squares is 52. Find the two numbers.,1*x+1*y=c;1*x-1*y=b
741,"It rains twics as much in July as it does in December. If it rains 7 mm in December, write an expression relating the rainfall in July and December.",0*x+1*y=b;1*x-a*y=0
742,"26 years ago, Arthur was 4 years more than a third of Bongani age. Today, Bongani is 26 years less than twice Arthur age. How old is Bongani?",1*x-c*y=(b-c*a)+a;2*x+1*y=d
743,"The annual gym subscription for a single member is Rs. 1500, while an annual family membership is Rs. 1700. The gym is considering increasing all membership fees by the same amount. If this is done then a single membership would cost 7/9 of a family membership. Determine the amount of the proposed increase",x=(c*b-a)/(1-c)
744,The cost of 11 pencils and 3 erasers is $ 50 and the cost of 9 pencils and 3 erasers is $ 38. Find the cost of each pencil and each eraser.,a*x+b*y=c;d*x+e*y=f
745,"Erica has decided to treat her friends to coffee at the Corner Coffee House. Erica paid Rs. 54,00 for four cups of cappuccino and three cups of filter coffee. If a cup of cappuccino costs Rs. 3,00 more than a cup of filter coffee, calculate how much a cup of each type of coffee costs?",b*x+c*y=a;1*x-1*y=d
746,"In a two digit number, the digit in the unit place is twice of the digit in the tenth place. If the digits are reversed, the new number is 30 more than the given number. Find the number.",b*x-1*y=0;-9*x+9*y=d
747,"The annual gym subscription for a single member is 1600 dollars, while an annual family membership is 1800 dollars. The gym is considering increasing all membership fees by the same amount. If this is done then a single membership would cost 6/9 of a family membership. Determine the amount of the proposed increase",x=(c*b-a)/(1-c)
748,"The length of a marriage hall is 3 times as much as its breadth. If the perimeter of the hall is 280m, find the length and the breadth of the marriage hall.",1*x-a*y=0;2*x+2*y=b
749,Dinah is three times as old as John. In 10 years' time the sum of their ages will be equal to 4 times John's present age. Find their present ages.,1*x-a*y=0;-1*x+(c-1)*y=2*b
750,Find two consecutive even numbers such that the sum of the larger and three times the smaller number is 52.,x=(b-2)/(1+a)
751,"James is 4 years younger than Robert. If the sum of their ages in 3 years' time is 30, find James's age in 3 years' time.",1*x+1*y=c-2*b;-1*x+1*y=a
752,lixin takes 7 minutes to walk from her home to the shopping mall 700m away. write down the average speed for her journey in m/s,x=b/a
